Num,fname,lname,club,position,CY Base Salary,CY Guaranteed Comp
1,Aleksey,Miranchuk,Atlanta United,Attacking Midfield,"$2,400,000.00","$3,685,441.00"
2,Matthew,Edwards,Atlanta United,Center-back,"$71,401.00","$71,401.00"
3,Pedro,Amador,Atlanta United,Left-back,"$207,000.00","$242,612.00"
4,Daniel,Ríos,Atlanta United,Center Forward,"$89,716.00","$126,383.00"
5,Stian,Gregersen,Atlanta United,Center-back,"$1,000,000.00","$1,120,000.00"
6,Dax,McCarty,Atlanta United,Central Midfield,"$225,000.00","$256,250.00"
7,Bartosz,Slisz,Atlanta United,Defensive Midfield,"$630,000.00","$830,000.00"
8,Derrick,Williams,Atlanta United,Center-back,"$400,000.00","$447,500.00"
9,Quentin,Westberg,Atlanta United,Goalkeeper,"$89,716.00","$109,716.00"
10,Josh,Cohen,Atlanta United,Goalkeeper,"$265,000.00","$303,500.00"
11,Efraín,Morales,Atlanta United,Center-back,"$89,716.00","$97,735.00"
12,Luke,Brennan,Atlanta United,Left Wing,"$71,401.00","$71,401.00"
13,Nick,Firmino,Atlanta United,Central Midfield,"$71,401.00","$71,401.00"
14,Saba,Lobjanidze,Atlanta United,Left Wing,"$900,000.00","$998,750.00"
15,Xande,Silva,Atlanta United,Left Wing,"$560,000.00","$604,250.00"
16,Jamal,Thiaré,Atlanta United,Center Forward,"$500,000.00","$595,000.00"
17,Tristan,Muyumba,Atlanta United,Defensive Midfield,"$525,000.00","$566,600.00"
18,Adyn,Torres,Atlanta United,Central Midfield,"$71,401.00","$71,401.00"
19,Brad,Guzan,Atlanta United,Goalkeeper,"$600,000.00","$612,500.00"
20,Noah,Cobb,Atlanta United,Center-back,"$89,716.00","$89,716.00"
21,Ajani,Fortune,Atlanta United,Central Midfield,"$71,401.00","$71,401.00"
22,Luis,Abram,Atlanta United,Center-back,"$732,275.00","$871,888.00"
23,Edwin,Mosquera,Atlanta United,Left Wing,"$400,000.00","$437,000.00"
24,Tyler,Wolff,Atlanta United,Right Wing,"$150,000.00","$154,500.00"
25,Brooks,Lennon,Atlanta United,Right-back,"$740,000.00","$740,000.00"
26,Ronald,Hernández,Atlanta United,Right-back,"$450,000.00","$450,000.00"
27,Erik,Centeno,Atlanta United,Right-back,"$89,716.00","$96,492.00"
28,Franco,Ibarra,Atlanta United,Defensive Midfield,"$600,000.00","$660,000.00"
29,Santiago,Sosa,Atlanta United,Defensive Midfield,"$685,000.00","$778,100.00"
30,Jáder,Obrian,Austin FC,Right Wing,"$495,000.00","$550,401.00"
31,Brendan,Hines-Ike,Austin FC,Center-back,"$199,992.00","$199,992.00"
32,Osman,Bukari,Austin FC,Right Wing,"$1,000,000.00","$1,000,000.00"
33,Jimmy,Farkarlun,Austin FC,Right Wing,"$71,401.00","$71,401.00"
34,Owen,Wolff,Austin FC,Central Midfield,"$110,000.00","$123,600.00"
35,Oleksandr,Svatok,Austin FC,Center-back,"$300,000.00","$300,000.00"
36,Mikkel,Desler,Austin FC,Right-back,"$500,000.00","$500,000.00"
37,Guilherme,da Trindade Dubas,Austin FC,Left-back,"$200,000.00","$200,000.00"
38,Diego,Rubio,Austin FC,Center Forward,"$350,000.00","$390,000.00"
39,Stefan,Cleveland,Austin FC,Goalkeeper,"$200,000.00","$224,167.00"
40,Ethan,Finlay,Austin FC,Right Wing,"$262,500.00","$306,250.00"
41,Julio,Cascante,Austin FC,Center-back,"$700,000.00","$773,750.00"
42,Gyasi,Zardes,Austin FC,Center Forward,"$1,000,000.00","$1,000,000.00"
43,CJ,Fodrey,Austin FC,Left Wing,"$89,716.00","$93,716.00"
44,Brad,Stuver,Austin FC,Goalkeeper,"$459,000.00","$481,813.00"
45,Daniel,Pereira,Austin FC,Central Midfield,"$125,000.00","$138,414.00"
46,Alexander,Ring,Austin FC,Central Midfield,"$1,525,000.00","$1,665,000.00"
47,Jhojan,Valencia,Austin FC,Defensive Midfield,"$450,000.00","$495,125.00"
48,Sebastián,Driussi,Austin FC,Attacking Midfield,"$4,500,000.00","$6,722,500.00"
49,Leo,Väisänen,Austin FC,Center-back,"$600,000.00","$654,500.00"
50,Héctor,Jiménez,Austin FC,Right-back,"$89,716.00","$89,716.00"
51,Jon,Gallagher,Austin FC,Left-back,"$375,000.00","$375,000.00"
52,Matt,Hedges,Austin FC,Center-back,"$428,313.00","$560,922.00"
53,Matt,Bersano,Austin FC,Goalkeeper,"$150,000.00","$157,500.00"
54,Žan,Kolmanič,Austin FC,Left-back,"$350,000.00","$350,000.00"
55,Micah,Burton,Austin FC,Attacking Midfield,"$71,401.00","$82,401.00"
56,Damian,Las,Austin FC,Goalkeeper,"$89,716.00","$89,716.00"
57,Ilias,Iliadis,CF Montreal,Defensive Midfield,"$89,716.00","$96,591.00"
58,Rida,Zouhir,CF Montreal,Central Midfield,"$89,716.00","$100,452.00"
59,Dawid,Bugaj,CF Montreal,Right-back,"$240,000.00","$267,600.00"
60,Tom,Pearce,CF Montreal,Left-back,"$450,000.00","$507,625.00"
61,Josef,Martínez,CF Montreal,Center Forward,"$1,309,091.00","$1,309,091.00"
62,Alessandro,Biello,CF Montreal,Central Midfield,"$71,401.00","$71,401.00"
63,Joaquín,Sosa,CF Montreal,Center-back,"$251,500.00","$251,500.00"
64,Matías,Cóccaro,CF Montreal,Center Forward,"$800,000.00","$888,000.00"
65,Dominik,Yankov,CF Montreal,Attacking Midfield,"$350,000.00","$385,000.00"
66,Sebastian,Breza,CF Montreal,Goalkeeper,"$89,716.00","$89,716.00"
67,Nathan-Dylan,Saliba,CF Montreal,Central Midfield,"$130,000.00","$142,434.00"
68,Sunusi,Ibrahim,CF Montreal,Center Forward,"$350,000.00","$410,000.00"
69,Caden,Clark,CF Montreal,Attacking Midfield,"$350,000.00","$382,000.00"
70,Jonathan,Sirois,CF Montreal,Goalkeeper,"$135,000.00","$152,156.00"
71,Fernando,Álvarez,CF Montreal,Center-back,"$225,000.00","$257,000.00"
72,Kwadwo,Opoku,CF Montreal,Right Wing,"$344,828.00","$485,055.00"
73,Joel,Waterman,CF Montreal,Center-back,"$336,000.00","$384,333.00"
74,Gabriele,Corbo,CF Montreal,Center-back,"$216,350.00","$216,350.00"
75,Bryce,Duke,CF Montreal,Attacking Midfield,"$325,000.00","$406,875.00"
76,Samuel,Piette,CF Montreal,Defensive Midfield,"$397,375.00","$434,500.00"
77,Jules-Anthony,Vilsaint,CF Montreal,Center Forward,"$89,716.00","$96,591.00"
78,Raheem,Edwards,CF Montreal,Left-back,"$335,000.00","$367,500.00"
79,Victor,Wanyama,CF Montreal,Defensive Midfield,"$1,440,000.00","$1,800,000.00"
80,Jahkeele,Marshall-Rutty,CF Montreal,Right-back,"$175,000.00","$181,813.00"
81,George,Campbell,CF Montreal,Center-back,"$400,000.00","$441,250.00"
82,Lassi,Lappalainen,CF Montreal,Left Wing,"$720,000.00","$750,000.00"
83,Logan,Ketterer,CF Montreal,Goalkeeper,"$92,610.00","$92,610.00"
84,Matteo,Schiavoni,CF Montreal,Right Midfield,"$71,401.00","$77,383.00"
85,Róbert Orri,Thorkelsson,CF Montreal,Center-back,"$225,000.00","$248,500.00"
86,Grayson,Doody,CF Montreal,Right-back,"$71,401.00","$73,682.00"
87,Ousman,Jabang,CF Montreal,Defensive Midfield,"$71,401.00","$71,401.00"
88,Idan,Toklomati,Charlotte FC,Center Forward,"$390,000.00","$427,700.00"
89,Jamie,Paterson,Charlotte FC,Attacking Midfield,"$500,000.00","$534,444.00"
90,Pep,Biel,Charlotte FC,Attacking Midfield,"$1,960,000.00","$2,214,147.00"
91,Tim,Ream,Charlotte FC,Center-back,"$500,000.00","$577,750.00"
92,Djibril,Diani,Charlotte FC,Defensive Midfield,"$260,000.00","$297,944.00"
93,Nikola,Petkovic,Charlotte FC,Defensive Midfield,"$360,000.00","$406,250.00"
94,João Pedro,Reginaldo,Charlotte FC,Center-back,"$89,716.00","$101,311.00"
95,Iuri,Tavares,Charlotte FC,Left Wing,"$89,716.00","$101,769.00"
96,Tyger,Smalls,Charlotte FC,Left Wing,"$71,401.00","$71,401.00"
97,Liel,Abada,Charlotte FC,Right Wing,"$2,300,000.00","$2,448,500.00"
98,Jahlane,Forbes,Charlotte FC,Left-back,"$71,401.00","$71,401.00"
99,Ocimar,de Almeida Júnior,Charlotte FC,Central Midfield,"$250,000.00","$292,500.00"
100,David,Bingham,Charlotte FC,Goalkeeper,"$89,716.00","$89,716.00"
101,Chituru,Odunze,Charlotte FC,Goalkeeper,"$71,401.00","$84,909.00"
102,Jere,Uronen,Charlotte FC,Left-back,"$525,000.00","$572,813.00"
103,Jack,Neeley,Charlotte FC,Center-back,"$71,401.00","$73,401.00"
104,Bill,Tuiloma,Charlotte FC,Center-back,"$460,000.00","$484,938.00"
105,Nick,Scardina,Charlotte FC,Right-back,"$71,401.00","$71,401.00"
106,Andrew,Privett,Charlotte FC,Center-back,"$71,401.00","$71,401.00"
107,Kerwin,Vargas,Charlotte FC,Center Forward,"$400,000.00","$437,125.00"
108,Ashley,Westwood,Charlotte FC,Defensive Midfield,"$750,000.00","$850,000.00"
109,Brian,Romero,Charlotte FC,Right Wing,"$100,000.00","$110,833.00"
110,Patrick,Agyemang,Charlotte FC,Center Forward,"$71,401.00","$71,401.00"
111,Nimfasha,Berchimas,Charlotte FC,Left Wing,"$89,716.00","$104,650.00"
112,Brandon,Cambridge,Charlotte FC,Right Wing,"$89,716.00","$97,742.00"
113,Jaylin,Lindsey,Charlotte FC,Right-back,"$275,000.00","$311,875.00"
114,Karol,Swiderski,Charlotte FC,Center Forward,"$2,200,000.00","$2,258,000.00"
115,Brandt,Bronico,Charlotte FC,Central Midfield,"$350,000.00","$389,000.00"
116,Nathan,Byrne,Charlotte FC,Right-back,"$560,000.00","$607,833.00"
117,Adilson,Malanda,Charlotte FC,Center-back,"$325,000.00","$353,083.00"
118,Kristijan,Kahlina,Charlotte FC,Goalkeeper,"$550,000.00","$576,875.00"
119,Hamady,Diop,Charlotte FC,Left-back,"$89,716.00","$97,216.00"
120,George,Marks,Charlotte FC,Goalkeeper,"$89,716.00","$89,716.00"
121,Ben,Bender,Charlotte FC,Central Midfield,"$115,000.00","$125,000.00"
122,Allan,Arigoni,Chicago Fire,Right-back,"$462,000.00","$472,000.00"
123,Tobias,Salquist,Chicago Fire,Center-back,"$400,000.00","$454,167.00"
124,Kellyn,Acosta,Chicago Fire,Defensive Midfield,"$1,392,188.00","$1,558,869.00"
125,Hugo,Cuypers,Chicago Fire,Center Forward,"$3,238,000.00","$3,528,044.00"
126,Andrew,Gutman,Chicago Fire,Left-back,"$600,000.00","$600,000.00"
127,Tom,Barlow,Chicago Fire,Center Forward,"$250,000.00","$280,000.00"
128,Javier,Casas,Chicago Fire,Central Midfield,"$89,716.00","$94,383.00"
129,Brian,Gutiérrez,Chicago Fire,Attacking Midfield,"$803,409.00","$895,879.00"
130,Mauricio,Pineda,Chicago Fire,Center-back,"$345,000.00","$376,220.00"
131,Carlos,Terán,Chicago Fire,Center-back,"$529,000.00","$619,000.00"
132,Georgios,Koutsias,Chicago Fire,Center Forward,"$470,800.00","$470,800.00"
133,Maren,Haile-Selassie,Chicago Fire,Left Midfield,"$344,000.00","$383,500.00"
134,Wyatt,Omsberg,Chicago Fire,Center-back,"$200,000.00","$217,000.00"
135,Spencer,Richey,Chicago Fire,Goalkeeper,"$165,000.00","$165,000.00"
136,Sergio,Oregel,Chicago Fire,Central Midfield,"$89,716.00","$89,716.00"
137,Federico,Navarro,Chicago Fire,Defensive Midfield,"$500,000.00","$557,500.00"
138,Fabian,Herbers,Chicago Fire,Right Wing,"$400,000.00","$421,250.00"
139,Jonathan,Dean,Chicago Fire,Right-back,"$115,000.00","$123,167.00"
140,Chase,Gasper,Chicago Fire,Left-back,"$500,000.00","$525,000.00"
141,Arnaud,Souquet,Chicago Fire,Right-back,"$620,012.00","$699,679.00"
142,Jeff,Gal,Chicago Fire,Goalkeeper,"$89,716.00","$89,716.00"
143,Justin,Reynolds,Chicago Fire,Right-back,"$71,401.00","$71,401.00"
144,Gastón,Giménez,Chicago Fire,Defensive Midfield,"$1,600,000.00","$1,633,333.00"
145,Rafael,Czichos,Chicago Fire,Center-back,"$1,300,000.00","$1,336,667.00"
146,Chris,Mueller,Chicago Fire,Right Wing,"$650,004.00","$712,324.00"
147,Ariel,Lassiter,Chicago Fire,Left Wing,"$230,000.00","$250,280.00"
148,Chris,Brady,Chicago Fire,Goalkeeper,"$225,000.00","$248,250.00"
149,Victor,Bezerra,Chicago Fire,Center Forward,"$104,004.00","$116,465.00"
150,Bryan,Dowd,Chicago Fire,Goalkeeper,"$71,401.00","$71,401.00"
151,Laurence,Wootton,Chicago Fire,Central Midfield,"$71,401.00","$73,285.00"
152,Missael,Rodríguez,Chicago Fire,Center Forward,"$89,716.00","$89,716.00"
153,Miguel,Navarro,Colorado Rapids,Left-back,"$300,000.00","$339,000.00"
154,Reggie,Cannon,Colorado Rapids,Right-back,"$750,000.00","$841,500.00"
155,Rafael,Navarro Leal,Colorado Rapids,Center Forward,"$1,392,000.00","$1,449,600.00"
156,Ethan,Bandré,Colorado Rapids,Goalkeeper,"$89,716.00","$89,716.00"
157,Jasper,Löffelsend,Colorado Rapids,Central Midfield,"$230,000.00","$255,833.00"
158,Adam,Beaudry,Colorado Rapids,Goalkeeper,"$71,401.00","$75,568.00"
159,Nate,Jones,Colorado Rapids,Center-back,"$71,401.00","$71,401.00"
160,Kimani,Stewart-Baynes,Colorado Rapids,Left Wing,"$71,401.00","$72,401.00"
161,Sam,Vines,Colorado Rapids,Left-back,"$850,000.00","$862,500.00"
162,Zack,Steffen,Colorado Rapids,Goalkeeper,"$900,000.00","$900,000.00"
163,Cole,Bassett,Colorado Rapids,Attacking Midfield,"$850,000.00","$850,000.00"
164,Wayne,Frederick,Colorado Rapids,Central Midfield,"$71,401.00","$71,401.00"
165,Djordje,Mihailovic,Colorado Rapids,Attacking Midfield,"$1,350,000.00","$1,675,000.00"
166,Omir,Fernandez,Colorado Rapids,Right Wing,"$575,000.00","$636,875.00"
167,Sebastian,Anderson,Colorado Rapids,Right-back,"$150,000.00","$150,000.00"
168,Oliver,Larraz,Colorado Rapids,Central Midfield,"$100,000.00","$105,375.00"
169,Daniel,Chacón,Colorado Rapids,Center-back,"$90,000.00","$97,750.00"
170,Darren,Yapi,Colorado Rapids,Center Forward,"$89,716.00","$100,549.00"
171,Jackson,Travis,Colorado Rapids,Left-back,"$89,716.00","$92,216.00"
172,Lalas,Abubakar,Colorado Rapids,Center-back,"$665,000.00","$702,125.00"
173,Keegan,Rosenberry,Colorado Rapids,Right-back,"$400,000.00","$400,000.00"
174,Andreas,Maxsø,Colorado Rapids,Center-back,"$1,150,000.00","$1,342,500.00"
175,Connor,Ronan,Colorado Rapids,Central Midfield,"$470,000.00","$522,400.00"
176,Michael,Edwards,Colorado Rapids,Center-back,"$130,000.00","$130,000.00"
177,Jonathan,Lewis,Colorado Rapids,Left Wing,"$410,000.00","$435,000.00"
178,Calvin,Harris,Colorado Rapids,Left Wing,"$125,000.00","$127,000.00"
179,Kévin,Cabral,Colorado Rapids,Left Wing,"$1,950,000.00","$1,950,000.00"
180,Rémi,Cabral,Colorado Rapids,Center Forward,"$89,716.00","$89,716.00"
181,Marino,Hinestroza,Columbus Crew,Left Wing,"$500,000.00","$574,750.00"
182,Cole,Mrowka,Columbus Crew,Attacking Midfield,"$71,401.00","$91,409.00"
183,Andrés,Herrera,Columbus Crew,Right-back,"$650,000.00","$737,158.00"
184,Malte,Amundsen,Columbus Crew,Left-back,"$360,000.00","$432,500.00"
185,Dylan,Chambost,Columbus Crew,Attacking Midfield,"$375,000.00","$482,219.00"
186,Mohamed,Farsi,Columbus Crew,Right Midfield,"$350,000.00","$380,000.00"
187,Derrick,Jones,Columbus Crew,Central Midfield,"$324,996.00","$362,496.00"
188,Sean,Zawadzki,Columbus Crew,Central Midfield,"$375,000.00","$421,875.00"
189,DeJuan,Jones,Columbus Crew,Left-back,"$786,996.00","$793,246.00"
190,Nicholas,Hagen,Columbus Crew,Goalkeeper,"$89,716.00","$100,340.00"
191,Darlington,Nagbe,Columbus Crew,Central Midfield,"$1,400,000.00","$1,540,000.00"
192,Steven,Moreira,Columbus Crew,Right-back,"$800,000.00","$882,000.00"
193,Evan,Bush,Columbus Crew,Goalkeeper,"$89,716.00","$89,716.00"
194,Diego,Rossi,Columbus Crew,Attacking Midfield,"$2,675,000.00","$3,376,827.00"
195,Rudy,Camacho,Columbus Crew,Center-back,"$475,000.00","$551,000.00"
196,Taha,Habroune,Columbus Crew,Central Midfield,"$71,401.00","$83,401.00"
197,Yevgen,Cheberko,Columbus Crew,Center-back,"$505,000.00","$553,250.00"
198,Max,Arfsten,Columbus Crew,Right Wing,"$89,716.00","$91,561.00"
199,Aziel,Jackson,Columbus Crew,Attacking Midfield,"$98,261.00","$102,243.00"
200,Patrick,Schulte,Columbus Crew,Goalkeeper,"$125,000.00","$134,978.00"
201,Christian,Ramirez,Columbus Crew,Center Forward,"$450,000.00","$495,833.00"
202,Yaw,Yeboah,Columbus Crew,Right Wing,"$600,000.00","$663,750.00"
203,Jacen,Russell-Rowe,Columbus Crew,Center Forward,"$89,716.00","$97,105.00"
204,Abraham,Romero,Columbus Crew,Goalkeeper,"$89,716.00","$89,716.00"
205,Cucho,Hernández,Columbus Crew,Center Forward,"$2,600,000.00","$2,886,000.00"
206,Alexandru,Mățan,Columbus Crew,Attacking Midfield,"$450,000.00","$483,250.00"
207,Keegan,Hughes,Columbus Crew,Center-back,"$89,716.00","$89,716.00"
208,Christian,Benteke,DC United,Center Forward,"$4,250,000.00","$4,687,500.00"
209,Theodore,Ku-DiPietro,DC United,Attacking Midfield,"$300,000.00","$356,000.00"
210,Boris,Enow,DC United,Central Midfield,"$585,895.00","$699,795.00"
211,Dominique,Badji,DC United,Center Forward,"$89,716.00","$124,716.00"
212,David,Schnegg,DC United,Left-back,"$400,000.00","$506,250.00"
213,Conner,Antley,DC United,Right-back,"$89,716.00","$91,383.00"
214,Matti,Peltola,DC United,Defensive Midfield,"$681,818.00","$757,818.00"
215,Jacob,Murrell,DC United,Center Forward,"$71,401.00","$71,401.00"
216,Jared,Stroud,DC United,Left Wing,"$230,000.00","$272,500.00"
217,Nate,Crockford,DC United,Goalkeeper,"$71,401.00","$71,401.00"
218,Garrison,Tubbs,DC United,Center-back,"$71,401.00","$71,401.00"
219,Gabriel,Cordeiro Pirani,DC United,Attacking Midfield,"$665,000.00","$731,700.00"
220,Lucas,Bartlett,DC United,Center-back,"$89,716.00","$89,716.00"
221,Luis,Zamudio,DC United,Goalkeeper,"$89,716.00","$89,716.00"
222,Hayden,Sargis,DC United,Center-back,"$89,716.00","$89,716.00"
223,Pedro,Santos,DC United,Right Wing,"$450,000.00","$490,000.00"
224,Jackson,Hopkins,DC United,Center Forward,"$89,716.00","$90,002.00"
225,Matai,Akinmboni,DC United,Center-back,"$89,716.00","$99,216.00"
226,Mateusz,Klich,DC United,Central Midfield,"$1,900,000.00","$2,093,588.00"
227,Aarón,Herrera,DC United,Right-back,"$750,000.00","$845,220.00"
228,Martín,Rodríguez,DC United,Left Wing,"$1,100,000.00","$1,366,200.00"
229,Tyler,Miller,DC United,Goalkeeper,"$425,000.00","$450,000.00"
230,Cristian,Dájome,DC United,Left Wing,"$900,000.00","$965,625.00"
231,Christopher,McVey,DC United,Center-back,"$252,000.00","$276,300.00"
232,Alex,Bono,DC United,Goalkeeper,"$200,000.00","$220,000.00"
233,Russell,Canouse,DC United,Central Midfield,"$650,000.00","$650,000.00"
234,Jeremy,Garay,DC United,Defensive Midfield,"$89,716.00","$93,766.00"
235,Kristian,Fletcher,DC United,Left Wing,"$120,000.00","$139,509.00"
236,Álvaro,Barreal,FC Cincinnati,Left Midfield,"$690,000.00","$909,297.00"
237,Teenage,Hadebe,FC Cincinnati,Center-back,"$704,952.00","$854,952.00"
238,Nicholas,Gioacchini,FC Cincinnati,Center Forward,"$2,000,004.00","$2,206,115.00"
239,Ian,Murphy,FC Cincinnati,Center-back,"$89,716.00","$137,216.00"
240,Chidozie,Awaziem,FC Cincinnati,Center-back,"$1,080,000.00","$1,205,675.00"
241,Kevin,Kelsy,FC Cincinnati,Center Forward,"$480,000.00","$485,533.00"
242,Yuya,Kubo,FC Cincinnati,Attacking Midfield,"$650,000.00","$721,667.00"
243,Luca,Orellano,FC Cincinnati,Right Wing,"$89,716.00","$89,716.00"
244,Yamil,Asad,FC Cincinnati,Left Wing,"$89,716.00","$89,716.00"
245,Pavel,Bucha,FC Cincinnati,Central Midfield,"$450,000.00","$498,782.00"
246,Corey,Baird,FC Cincinnati,Center Forward,"$644,319.00","$712,026.00"
247,Miles,Robinson,FC Cincinnati,Center-back,"$1,431,820.00","$1,578,580.00"
248,Kipp,Keller,FC Cincinnati,Center-back,"$89,716.00","$89,716.00"
249,Evan,Louro,FC Cincinnati,Goalkeeper,"$89,716.00","$94,716.00"
250,Luciano,Acosta,FC Cincinnati,Attacking Midfield,"$2,960,000.00","$4,216,413.00"
251,Roman,Celentano,FC Cincinnati,Goalkeeper,"$400,000.00","$449,000.00"
252,Nick,Hagglund,FC Cincinnati,Center-back,"$89,716.00","$103,237.00"
253,Alvas,Powell,FC Cincinnati,Right-back,"$250,000.00","$294,500.00"
254,Bret,Halsey,FC Cincinnati,Right-back,"$89,716.00","$98,466.00"
255,London,Aghedo,FC Cincinnati,Center-back,"$71,401.00","$71,401.00"
256,Gerardo,Valenzuela,FC Cincinnati,Attacking Midfield,"$71,401.00","$88,943.00"
257,Obinna,Nwobodo,FC Cincinnati,Defensive Midfield,"$1,310,000.00","$1,444,400.00"
258,Stiven,Jimenez,FC Cincinnati,Central Midfield,"$89,716.00","$89,716.00"
259,Malik,Pinto,FC Cincinnati,Defensive Midfield,"$71,401.00","$71,401.00"
260,Isaiah,Foster,FC Cincinnati,Left-back,"$89,716.00","$94,095.00"
261,Sergio,Santos,FC Cincinnati,Center Forward,"$800,000.00","$915,625.00"
262,DeAndre,Yedlin,FC Cincinnati,Right-back,"$850,000.00","$898,750.00"
263,Paul,Walters,FC Cincinnati,Goalkeeper,"$71,401.00","$79,368.00"
264,Matt,Miazga,FC Cincinnati,Center-back,"$1,525,000.00","$1,525,000.00"
265,Alec,Kann,FC Cincinnati,Goalkeeper,"$250,000.00","$270,833.00"
266,Joey,Akpunonu,FC Cincinnati,Center-back,"$71,401.00","$73,901.00"
267,Marco,Angulo,FC Cincinnati,Defensive Midfield,"$350,000.00","$398,000.00"
268,Arquímides,Ordóñez,FC Cincinnati,Center Forward,"$89,716.00","$93,253.00"
269,Alan,Velasco,FC Dallas,Left Wing,"$1,250,000.00","$1,591,667.00"
270,Manuel Luís,Da Silva Cafumana,FC Dallas,Defensive Midfield,"$462,000.00","$504,350.00"
271,Maarten,Paes,FC Dallas,Goalkeeper,"$325,000.00","$397,000.00"
272,Patrickson,Delgado,FC Dallas,Defensive Midfield,"$150,000.00","$176,280.00"
273,Amet,Korça,FC Dallas,Center-back,"$71,401.00","$71,401.00"
274,Enes,Sali,FC Dallas,Left Wing,"$300,000.00","$345,000.00"
275,Carl,Sainté,FC Dallas,Defensive Midfield,"$71,401.00","$71,401.00"
276,Jimmy,Maurer,FC Dallas,Goalkeeper,"$89,716.00","$113,716.00"
277,Petar,Musa,FC Dallas,Center Forward,"$1,800,000.00","$2,230,000.00"
278,Omar,González,FC Dallas,Center-back,"$89,716.00","$114,716.00"
279,Logan,Farrington,FC Dallas,Center Forward,"$71,401.00","$71,401.00"
280,Malik,Henry-Scott,FC Dallas,Center Forward,"$71,401.00","$71,401.00"
281,Tomas,Pondeca,FC Dallas,Central Midfield,"$71,401.00","$71,401.00"
282,Asier,Illarramendi,FC Dallas,Defensive Midfield,"$500,000.00","$549,750.00"
283,Liam,Fraser,FC Dallas,Defensive Midfield,"$200,000.00","$227,750.00"
284,Eugene,Ansah,FC Dallas,Left Wing,"$600,000.00","$702,833.00"
285,Nkosi Tafari,Burgess,FC Dallas,Center-back,"$347,750.00","$347,750.00"
286,Alejandro,Urzua,FC Dallas,Central Midfield,"$71,401.00","$71,401.00"
287,Sam,Junqua,FC Dallas,Left-back,"$200,000.00","$212,368.00"
288,Geovane,de Jesus Rocha,FC Dallas,Right-back,"$300,000.00","$347,000.00"
289,Isaiah,Parker,FC Dallas,Left-back,"$100,000.00","$101,000.00"
290,Herbert,Endeley,FC Dallas,Right-back,"$71,401.00","$71,401.00"
291,Dante,Sealy,FC Dallas,Left Wing,"$275,000.00","$297,750.00"
292,Tsiki,Ntsabeleng,FC Dallas,Attacking Midfield,"$89,716.00","$89,716.00"
293,Ema,Twumasi,FC Dallas,Right-back,"$370,000.00","$389,300.00"
294,Jesús,Ferreira,FC Dallas,Center Forward,"$2,000,000.00","$2,204,000.00"
295,Bernard,Kamungo,FC Dallas,Right Wing,"$89,716.00","$89,716.00"
296,Ruan,Gregório Teixeira,FC Dallas,Right-back,"$440,000.00","$440,000.00"
297,Sebastien,Ibeagha,FC Dallas,Center-back,"$620,000.00","$683,625.00"
298,Nolan,Norris,FC Dallas,Left-back,"$89,716.00","$108,358.00"
299,Paul,Arriola,FC Dallas,Right Wing,"$1,550,000.00","$1,729,400.00"
300,Tarik,Scott,FC Dallas,Left Wing,"$89,716.00","$105,658.00"
301,Sebastian,Lletget,FC Dallas,Central Midfield,"$750,000.00","$841,250.00"
302,Paxton,Pomykal,FC Dallas,Attacking Midfield,"$950,000.00","$1,058,000.00"
303,Marco,Farfán,FC Dallas,Left-back,"$512,000.00","$544,813.00"
304,Antonio,Carrera,FC Dallas,Goalkeeper,"$125,000.00","$144,519.00"
305,Júnior,Moreno,Houston Dynamo,Defensive Midfield,"$89,716.00","$114,716.00"
306,Exon,Arzú,Houston Dynamo,Right Wing,"$89,716.00","$94,314.00"
307,Lawrence,Ennali,Houston Dynamo,Left Wing,"$450,000.00","$524,250.00"
308,Ezequiel,Ponce,Houston Dynamo,Center Forward,"$2,560,000.00","$2,822,200.00"
309,Jefferson,Valverde,Houston Dynamo,Defensive Midfield,"$159,996.00","$201,657.00"
310,Adalberto,Carrasquilla,Houston Dynamo,Central Midfield,"$550,000.00","$658,750.00"
311,Kieran,Sargeant,Houston Dynamo,Substitute,"$71,401.00","$73,594.00"
312,Ousmane,Sylla,Houston Dynamo,Substitute,"$71,401.00","$71,401.00"
313,Jan,Gregus,Houston Dynamo,Central Midfield,"$150,000.00","$170,313.00"
314,Stephen Annor,Gyamfi,Houston Dynamo,Center Forward,"$71,401.00","$85,151.00"
315,Griffin,Dorsey,Houston Dynamo,Right-back,"$475,000.00","$529,667.00"
316,José Artur,de Lima Júnior,Houston Dynamo,Defensive Midfield,"$700,000.00","$783,375.00"
317,Ethan,Bartlow,Houston Dynamo,Center-back,"$250,000.00","$250,000.00"
318,Sebastian,Kowalczyk,Houston Dynamo,Attacking Midfield,"$461,000.00","$530,618.00"
319,Ibrahim,Aliyu,Houston Dynamo,Center Forward,"$450,000.00","$501,379.00"
320,Erik,Sviatchenko,Houston Dynamo,Center-back,"$774,996.00","$824,996.00"
321,Brooklyn,Raines,Houston Dynamo,Central Midfield,"$100,000.00","$118,063.00"
322,Franco,Escobar,Houston Dynamo,Right-back,"$475,000.00","$524,167.00"
323,Xavier,Valdez,Houston Dynamo,Goalkeeper,"$89,716.00","$99,427.00"
324,Tate,Schmitt,Houston Dynamo,Left-back,"$150,000.00","$150,000.00"
325,Andrew,Tarbell,Houston Dynamo,Goalkeeper,"$250,000.00","$280,000.00"
326,Micael,dos Santos Silva,Houston Dynamo,Center-back,"$135,000.00","$149,250.00"
327,Brad,Smith,Houston Dynamo,Left-back,"$424,999.00","$471,249.00"
